Region,Nitrogen_N_mg/kg,Phosphorus_P_mg/kg,Potassium_K_mg/kg,Temperature_C,Humidity_%,Rainfall_mm,Soil_Moisture_%,LDR
Punjab,860.6234526,16.26412182,203.8844119,27.56,51.67,0.88,31.95707925,374.4584655
Punjab,978.7881518,19.76285784,218.4003203,18.85,75.57,116.97,22.15701879,302.9053735
Punjab,664.3536915,12.87961409,90.97433708,29.67,71.46,12.75,36.88631981,372.2879265
Punjab,716.6293955,10.69203185,181.9170017,19.32,85.92,16.08,23.84194575,321.1613806
Punjab,979.4713426,16.21955855,156.3680992,13.46,52.96,18.17,12.3459803,300.3609603
Punjab,553.2326364,25.54022644,269.3369693,16.42,40.71,12.04,15.25120397,284.3897113
Punjab,391.5565347,21.21456031,190.7104507,28.18,52.42,41.77,32.89176537,335.3229182
Punjab,722.1849207,29.69343165,142.6392823,21.22,63.13,0.19,24.22328031,329.7746763
Punjab,980.2982506,26.20174658,230.8181508,19.26,60.87,13.68,21.24731909,364.2649855
Punjab,867.2492791,12.4411194,207.2666033,22.8,54.1,31.42,25.52984316,342.8617799
Punjab,942.8741688,31.65458301,133.1722046,24.51,31.36,56.27,25.64620381,349.5176167
Punjab,371.3996821,10.91741138,154.0665536,27.59,67.06,4.33,33.52572449,337.2029945
Punjab,864.9520403,32.10099362,163.3430715,29.24,89.59,8.78,38.09851672,371.1001723
Punjab,935.9659293,14.64772901,247.8204,20.2,66.96,13.26,23.17637686,301.1469084
Punjab,475.0715446,15.42840515,188.7526169,15.37,69.14,5.69,16.63370328,269.0543592
Punjab,986.0643914,23.11411518,221.8030418,19.93,68.59,57.69,22.96866796,348.0359682
Punjab,800.8818513,31.51696221,153.772024,23.3,65.96,31.71,27.41557,345.5225
Punjab,1411.951443,32.9026734,200.9699863,17.18,73.97,15.16,19.64749895,342.0425875
Punjab,435.7839885,20.84552786,258.3000066,17.21,65.93,31.71,18.89306052,296.07971
Punjab,1053.331947,46.59822874,167.7683439,23.72,55.31,2.97,26.94098425,361.6984696
Punjab,710.3373851,5.841683807,177.7250842,21.76,48.06,13.12,23.46601663,342.2300223
Punjab,464.7179928,11.38569657,93.00811179,22.16,56.27,57.09,24.85653952,321.7791807
Punjab,692.3243717,13.13608971,128.6640576,27.12861179,64.71,56.05,20.16119424,336.5810304
Punjab,845.6382556,7.844958483,151.0767385,20.85,55.26,20.31,22.91587556,332.9539115
Punjab,965.2856837,19.87493334,112.7524024,17.38,64.72,13.85,19.00150802,308.8614125
Punjab,1127.993551,35.32392858,262.7588458,26.45,66.59,24.1,31.8887252,386.7402852
Punjab,1081.451379,21.92378618,126.761763,27.18,72.5,38.28,33.49976915,376.785209
Punjab,643.7771625,19.73923596,225.5449851,12.77,79.24,4.08,14.00419245,286.9428925
Punjab,1092.097298,10.03032938,182.5972259,17.35,61.17,90.04,18.60701113,300.5756483
Punjab,918.3242169,17.81256991,177.8673721,14.52,40.38,20.18,12.55833515,328.1313484
Punjab,645.8186291,19.07079396,266.8615064,18.75,54.82,2.06,19.93234385,296.7553151
Punjab,736.7457117,30.99617881,83.21200211,21.58,60.66,2.67,24.48609385,339.3807622
Punjab,653.2501427,6.830314681,159.855418,14.75,32.46,10.14,12.09634687,277.2073528
Punjab,860.9567667,20.52418468,112.9049563,17.39,80.83,70.35,20.63299678,282.9970969
Punjab,649.1072784,34.41068424,85.43409015,16.98,62.14,21.95,18.18356687,325.3153998
Punjab,554.5747753,18.49401185,106.0945836,23.04,65.72,9.97,27.02202925,352.0807973
Punjab,880.7846859,5.958238256,170.4521929,22.35,80.48,12.56,27.53828969,340.0353771
Punjab,948.4616801,39.0474611,142.8758789,18.39,50.55,4,19.00478575,326.4678103
Punjab,783.1782083,31.974806,237.4744847,22.88,68.61,35.43,27.1010629,328.6452731
Punjab,1067.5235,36.42530261,171.5169859,19.27,58.35,8.44,21.00520382,347.9459959
Punjab,768.4124402,7.039138827,151.8010818,20.64,57.24,26.64,22.8238697,332.9084199
Punjab,671.2548339,39.51445091,168.3422786,30.37,48.42,19.83,35.55171142,368.4233678
Punjab,935.2148771,18.59097796,170.2236196,28.7,84.98,30.07,36.87840482,359.7255309
Punjab,799.3305626,19.64514883,152.3428053,15.5,54.37,12.03,15.33674994,327.5896591
Punjab,791.9741017,18.13959546,125.4061142,26.15,70.49,4.74,31.85919637,394.1159318
Punjab,274.9098439,29.42912306,244.0846859,26.06,31.87,55.17,27.86748892,353.5955485
Punjab,747.3465554,23.23341477,141.6510082,16.26,77.7,41.62,18.72998279,286.123549
Punjab,482.2568678,26.16560813,159.3987052,26.09,75.78,18.66,32.30831673,335.1430888
Punjab,534.2053807,23.31809886,206.1395051,29.69,61.46,4.94,35.91615117,354.5614167
Punjab,790.9516593,21.37935492,198.64479,16.39,56.6,13.09,16.7995863,324.470366
Punjab,609.5975112,13.44483369,121.6560797,17.41,66,25.44,19.18000001,303.3167151
Punjab,735.5920385,42.02229228,234.3607029,27.09,94.33,5.59,35.55318599,351.6979216
Punjab,698.0830668,9.397014769,204.9430319,23.36,33.55,0.92,24.25514495,352.5726209
Punjab,916.6771062,30.44855041,192.7412699,24.76,71.73,38.42,30.03304108,347.0025293
Punjab,849.6720295,29.21477563,156.003283,23.7,46.33,24.97,26.01257405,398.0116703
Punjab,458.3124083,32.73785114,161.3717814,23.95,59.7,2.73,27.70012241,356.3763081
Punjab,811.5548241,39.04658928,174.8304502,15.37,56.28,109.91,15.33817982,283.6632777
Punjab,835.0039276,24.26651049,105.403057,27.24,53.58,74.12,31.68752261,341.0073947
Punjab,688.0672658,29.64286697,180.2919715,27.85,74.42412422,9.38,33.17430231,351.9733231
Punjab,751.1810785,42.52822805,242.3543686,20.85,42.99,15.87,21.68874328,332.9624019
Punjab,863.9917449,24.73062025,232.2541162,21.78,75.44,10.14,26.24377065,358.9006376
Punjab,943.3012657,15.8691992,151.8178326,14.34,33.09,12.34,11.58878473,322.5840213
Punjab,466.7943727,18.01024003,320.7897935,24.57,68.1,16.66,29.40964677,333.0667386
Punjab,729.6609833,11.46136592,287.82677,24.86,55.1,7.04,28.51019622,365.8771959
Punjab,1104.221376,31.7366722,162.8890841,21.69,42.44,22.33,22.80361266,361.1673529
Punjab,1076.146347,38.47332262,226.812281,27.62,63.04,40.94,33.17357506,394.6366156
Punjab,961.9960357,25.49187386,79.39479254,20.33,36.65,30.87,20.32457337,361.2658441
Punjab,947.8397178,9.863649368,96.40519975,24.82,60.6,17.5,29.00957073,344.5504395
Punjab,1177.070488,38.5292695,190.5782542,16.9,38.66,30.87,15.72568464,326.2558775
Punjab,1135.26935,11.075696,110.7185052,21.88,66.92,19.2,25.53190813,347.1357439
Punjab,784.0077819,9.281840024,294.6202261,21.13,46.13,25.73,22.393464,334.7362009
Punjab,582.804137,21.28113511,214.9783081,23.13,53.24,35.5,25.90350897,317.4147336
Punjab,738.4924666,26.97941536,239.2089262,20.15,64.41,128.71,22.85092408,324.9411163
Punjab,1428.618352,35.41339103,180.3712375,21.34,48.41,17.06,22.92118683,358.3627163
Punjab,479.7484025,21.20128731,119.4793022,26.13,59.13,24.34,30.693054,326.9418733
Punjab,712.8037964,41.65892172,226.622138,19.82,37.29,23.08,19.66925425,322.6275849
Punjab,537.6491062,22.8246177,195.5858417,13.97,69.46,27.19,14.69631341,268.6120159
Punjab,833.787304,35.59952773,146.9033405,30.75,86.47,9.63,39.89737071,390.2678023
Punjab,540.0549109,30.46461794,224.2047728,28.91,100,5.92,38.8583133,332.0464778
Punjab,759.3740118,11.85249795,216.2156313,15.54,61.37,44.55,16.08675222,288.7912055
Punjab,366.7888411,19.39980968,179.4513476,25.45,71.82,35.18,31.01230621,306.0853006
Punjab,897.9023911,47.46524133,90.61660257,19.49,33.29,19.85,18.80906149,368.6663097
Punjab,1103.332051,22.40469051,280.3682457,23.32,82.54,29.19,29.09410149,290.2183415
Punjab,699.4498928,17.48211276,163.8668974,23.47,71.64,4.74,28.22434276,335.681459
Punjab,737.1686356,26.43973999,343.4128779,20.83,52.74,22.31,22.63409983,351.5513502
Punjab,776.9178359,19.98318554,216.8074004,18.08,78.56,22.35,21.3657712,336.5253074
Punjab,832.8690572,17.42182135,163.4314771,26.84212772,56.18,16.27,19.78828589,320.6667831
Punjab,786.5022029,20.09366083,204.453583,17.42,53.13,61.68,17.90296223,305.9467702
Punjab,995.891379,40.8562339,87.16004836,17.84,67.13,20.01,19.89300239,330.8455592
Punjab,1063.0838,26.09607827,240.8869065,21.66,44.05,11.99,22.93496825,345.7397106
Punjab,621.290212,10.09185756,327.3796248,18.42,75.32,31.03,21.52243715,267.9466054
Punjab,725.3957225,9.261343014,72.44126731,25.41,44.16,23.49,28.18601528,359.8190799
Punjab,965.2424046,48.8732389,173.7940247,29.44,44.25,105.65,33.83491782,395.4408314
Punjab,541.9121886,19.9266619,172.5633282,19.1,46.35,16.42,19.57546532,334.8213994
Punjab,396.6155711,25.40855744,234.6828925,23.2,71.39,33.07,27.81925006,311.6452814
Punjab,791.4653949,17.74263191,302.5031139,24.5,50.75,34.25,27.57483696,332.6847802
Punjab,897.8204096,29.20269282,204.5749298,24.36,39.78,22.2,26.27800632,370.9718518
Punjab,609.42922,38.14539962,315.8066483,22.38,50.91,18.31,24.62148,330.4862247
Punjab,749.7969181,17.32269789,186.9686841,32.28278558,59.52,1.5,30.15193644,365.5479615
Punjab,618.9899626,28.06961536,209.3829339,24.41,42.29,8.49,26.60854127,347.3287879
Punjab,621.754057,9.206149521,192.6612686,15.81,42.72,28.41,14.61247834,304.1754047
Punjab,946.446082,46.61699164,263.3343306,26.35,91.67,3.57,34.2469445,337.7844437
Punjab,840.8367271,25.32900303,156.0026797,26.44,47.09,13.88,29.91915189,356.4461208
Punjab,738.199088,20.33895428,227.0360308,18.18,55.15,5.69,19.17543645,325.092635
Punjab,631.5848186,20.20932766,104.6606294,22.19,54.49,18.21,24.7191445,341.4466159
Punjab,554.7264788,16.98942205,160.3798091,25.42,53.68,11.83,40.62651405,341.5103668
Punjab,997.0652725,22.15035635,139.5054742,20.95,69.32,13.16,24.46202011,348.8390362
Punjab,740.3854164,3.960349556,173.0425243,27.36,74.22,13.88,50.28467536,371.0775691
Punjab,806.2914268,24.39688016,160.5501713,33.82,66.87756779,22.9,41.09106835,397.0711327
Punjab,507.900879,20.58384824,247.2306066,18.07,41.45,16.57,17.64528257,293.8176062
Punjab,656.2673816,28.40612109,129.7233077,15.09,79.12,34.33,17.24166034,315.1252465
Punjab,961.7527388,21.28217576,77.38428127,23.52,58.57,3.87,26.98698836,346.7423689
Punjab,1358.736959,22.46454291,94.70481843,25.61,85.95,18.97,32.64548272,396.3852176
Punjab,789.2759137,20.96756787,239.6111253,20.85,26.32,27.78,20.01162115,341.5193873
Punjab,747.614899,8.477784409,113.7681594,29.27,62.93,22.31,35.46310483,338.2531746
Punjab,898.4794239,27.2545612,204.5871159,15.31,88.78,25.6,18.5079095,341.8625527
Punjab,623.4339182,5.147799694,153.0009037,25.46,54.7,21.95,29.3201038,338.0296107
Punjab,962.7944385,37.90904397,235.0540932,18.97,56.62,47.37,20.42175986,320.0542736
Punjab,622.6240693,65.40210957,169.5713498,30.6,64.43,31.53,37.48326754,355.2334108
Punjab,803.1592415,16.04769532,341.2290706,31.96,51.62,8.94,38.11180627,397.1154896
Punjab,727.3017703,30.56585619,297.1956901,18.17,55.32,213.47,19.1618921,269.5794364
Punjab,1012.02279,28.55886217,161.6475711,19.25,54.93,12.04,20.64327736,349.7618047
Punjab,660.6538085,13.55727099,147.8249488,26.3,50.59,5.62,30.0788689,361.1053031
Punjab,738.4247168,4.296252407,357.8256192,20.06,78.43,8.56,24.13328483,311.6498613
Punjab,1029.743547,30.05137807,116.8521784,21.77,66.92,43.53,25.37161705,332.9437839
Punjab,594.073307,15.00392268,172.7285908,22.13,63.76,26.23,25.55594235,316.1412776
Punjab,841.8346078,36.08750011,186.8248478,12.4,72.13,16.3,12.77285651,286.070698
Punjab,456.5078619,21.49493131,179.9301687,21.93,56.03,69.58,24.50346625,294.6069317
Punjab,586.1137267,15.82413308,76.50208652,18.55,48.39,31.23,19.00869427,340.8872095
Punjab,843.7445978,43.74426255,218.7891937,19.53,50.96,21.82,20.64606354,310.0160544
Punjab,558.8225742,28.77860498,124.6622325,29.22,60.03,13.96,35.11267456,333.1985086
Punjab,694.285162,3.910854136,247.8845674,15.72,44.11,105.79,14.61118244,308.5115457
Punjab,882.3390938,21.1261728,90.20804116,26.07,52.5,42.14,29.93960848,403.021242
Punjab,711.7378328,10.00162772,176.649555,20.61,52.26,55.69,22.27582504,327.4131022
Punjab,986.9456955,18.64568415,76.00101031,20.6,91.87,20.07,26.22683434,310.6724395
Punjab,837.5916702,23.98132557,79.27633801,25.95,20,4.3,26.36927759,363.1822289
Punjab,852.4086123,29.41136622,131.4102425,23.7,85.70788362,3.92,27.11057042,347.970147
Punjab,1063.512066,30.0919312,139.4168287,24.85,85.89,28.7,31.57854069,340.9215551
Punjab,833.4215166,36.41964613,273.3293654,26.84,61.83,3.78,31.9627667,376.7748528
Punjab,1085.016082,34.44769458,180.7429919,20.34,71.3,32.19,23.81012621,304.836601
Punjab,952.8675279,32.57252457,260.4137346,18.94,61.5,19.97,20.85973947,327.1356574
Punjab,691.1549693,65.39091828,158.2174616,16.57,49.99,4.78,16.39899993,300.2378832
Punjab,1093.73577,40.45629615,222.8039943,17.87,26.37,66.6,15.8571261,335.1047333
Punjab,852.6187739,22.36773204,134.8886173,36.75,63.08,77.46,45.30818353,371.7326537
Punjab,707.7634392,21.31064058,130.9384837,28.22,48.37,4.79,32.54659009,357.329301
Punjab,809.9115521,6.496771391,70.47213324,20.24087758,47.99,38.06,14.33949689,325.3771327
Punjab,1039.033738,37.78465365,205.4308202,15.39,52.52,15.67,14.99151912,316.8608929
Punjab,867.5978618,25.14009019,195.3453712,24.41,86.17,0.18,30.98729211,364.4820946
Punjab,1168.005529,57.98478567,241.3080285,24.74,96.07,12.04,32.43725631,362.1004405
Punjab,1006.683442,23.11306112,190.8723365,24.74,63.26,1.4,29.16581191,372.8485032
Punjab,929.7753166,26.93632007,302.0128906,20.73,53.03,16.02,22.52284916,347.3105429
Punjab,590.0729082,28.41786383,193.2925248,21.37,42.34,12.75,22.35416037,335.8744794
Punjab,762.2822094,13.62053497,234.0005001,23.64,67.03,8.48,28.00281024,320.4315976
Punjab,828.9024144,28.73332828,162.3427386,22.43,86.74,24.94,28.2743584,318.0646508
Punjab,1002.538205,26.743263,125.6633072,10.9,56.29,10.79,9.628989419,284.3281946
Punjab,954.1234079,23.23466608,221.5415591,20.85,24.32,1.15,19.82150594,355.3665009
Punjab,831.2518168,37.06908082,180.5130198,17.74,88.34375419,44.56,20.04507451,319.3599799
Punjab,824.1659397,16.20069983,225.4012564,22.88,74.78,16.73,27.70809957,353.1890537
Punjab,928.3442162,29.19091379,202.5545106,36.93,36.21,16.38,42.62123154,420.6659577
Punjab,599.7801289,37.83282755,139.6933215,23.84,62.65,16.38,27.83472628,325.8645794
Punjab,1122.517476,21.32103164,240.9268912,20.43,66.77,22.35,23.48683902,353.4238153
Punjab,367.4055311,17.93566623,126.2455701,26.61,58.9,58.65,31.34033905,349.4891901
Punjab,1110.681052,51.36081896,229.2465228,24.41,48.14,98.64,27.19384362,364.8520204
Punjab,758.8241543,29.64962894,259.2719553,24.1,75.24,9.37,29.46390584,374.5275264
Punjab,1040.516317,21.94515963,154.3890126,25.03,53.95,40.42,28.64493038,349.2246086
Punjab,895.3313915,33.75768087,253.3731238,32.28,37.72,7.74,37.17222076,385.8289077
Punjab,869.8250519,20.01206882,201.0195322,16.35,29.26,3.58,14.00578827,301.3877371
Punjab,910.8595583,10.45850895,223.2954204,24.37,78.91,9.38,30.21127428,344.4399805
Punjab,945.0915607,40.33810858,136.6518197,17.37,69.25,21.03,19.44499596,310.4774169
Punjab,742.3325323,13.31233835,187.3447037,24.78,61.32,21.43,29.02196032,369.1616384
Punjab,1039.602774,51.58959826,107.7785631,17.41,53.4,13.12,17.90958804,340.055742
Punjab,562.0153061,17.94105875,280.2333381,19.91,52.07,19.4,21.28650238,317.7929034
Punjab,752.9282373,46.31933885,90.66632341,20.52,43.86,17.03,21.31639503,334.8296432
Punjab,988.2865476,12.98193985,151.8666447,26.88,53.53,134.76,31.18281653,380.9203834
Punjab,1008.730979,37.24003516,129.2274679,26.59,28.2,32.68,28.24986918,341.1019101
Punjab,858.554036,30.9215777,222.9786314,15.77,48.96,16.38,15.17590452,333.4749071
Punjab,699.3182589,32.59321512,299.6287311,28.53806028,55.34,9.44,24.91359373,346.0535375
Punjab,953.5668718,36.47341556,274.6636235,18.45,69.15,8.65,20.94482007,349.6350115
Punjab,644.3940319,18.68126752,355.1912743,15.71,59.4,15.66,16.1301103,271.1455358
Punjab,1140.569517,15.41281815,90.77578079,20.91,71.92,13.63,24.67238467,330.3000374
Punjab,775.0735809,24.32065821,101.6754113,20.46,80.24,13.42,24.86370266,325.8139044
Punjab,472.5461903,24.15074861,127.5251513,34.13,75.87,68.47,43.57725514,379.0436457
Punjab,538.3150854,17.89063306,184.9107769,24.16,67.06,38.42,28.73576477,315.0519616
Punjab,801.8664697,27.86728727,119.7677699,15.11,60.18,10.44,15.37779402,314.808548
Punjab,833.000746,28.57965054,136.5481277,19.18,45.29,28.38,19.57881799,321.4739872
Punjab,1184.441104,19.83931337,212.6798678,27.11,71.1,25.59,33.25991608,378.7291462
Punjab,627.0600107,26.87300132,107.6248564,32.44,85.2,12.75,42.13962107,385.893309
Punjab,823.1326314,22.4089244,110.6739399,14.07,65.13,37.9,14.41315906,279.7534927
Punjab,540.3946243,15.88115719,152.5900955,12.6,88.76,35.43,14.71588872,284.1030854
Punjab,717.181833,31.88469029,165.6668757,31.35,37.12,12.88,35.81164244,367.3985788
Punjab,1154.956319,20.59794406,236.7150439,23.95,42.69,20.25,25.99875492,379.9049899
Punjab,559.687951,18.15732755,123.6766621,17.66,72.83,1.16,20.20280226,294.8257422
Punjab,872.5540724,26.89408485,137.1402543,24.67,63.96,4.24,29.13643532,331.4618324
Punjab,878.8220028,39.52581472,221.7715581,8.82,79.71,58.48,11.97067326,250
Punjab,794.9387405,26.88165715,229.0439204,22.02,59.77,16.88,24.99679254,345.7439364
Punjab,870.2406129,31.31887325,268.3614417,23.64,46.98,0.11,25.98803687,355.8277171
Punjab,524.4634235,19.69995924,206.6617873,26.62,56.8,8.45,31.14961014,343.4456991
Punjab,1128.633394,27.53264502,187.4275519,16.93,37.01,2.67,15.60097404,326.7705658
Punjab,1177.977684,28.35969099,214.2556138,22.43,43.07,19.77,23.90711399,398.6334042
Punjab,796.902039,28.0242094,165.4265312,17.37,74.59,19.98,19.978666,324.516041
Punjab,1282.117678,26.88621226,162.0301621,23.28,73.09,16.37,28.09918112,375.0102933
Punjab,687.1067088,37.60194414,86.69999943,17.52,65.45,25.52,19.27450643,302.7952779
Punjab,867.0453816,22.07086399,231.7341688,19.96,34.18,29.4,19.55838372,366.4968606
Punjab,1102.379751,10.79377813,184.1537943,17.02,54.62,24.94,17.49239464,325.3318749
Punjab,697.7008976,51.51199108,240.333983,25.26,41.63,14.89,27.72250017,348.4249982
Punjab,473.5308258,18.96690188,78.36315655,26.29,77.65,12.03,32.77479988,310.6598486
Punjab,463.4792317,34.90656587,183.7358489,20.83,51.24,19.97,22.4844168,345.2282855
Punjab,1392.425465,43.17165313,135.6739542,22.19,43.71,47.37,23.64137843,366.8964256
Punjab,702.2140889,33.3919507,274.8060716,14.76,60.45,47.42,28.64149966,321.6853384
Punjab,772.4151221,22.64852647,215.8598639,20.5,50.4,60.23,21.93976831,346.0989067
Punjab,527.6867612,25.64447184,195.4834241,21.75,82.26,23.05,26.87561587,298.457207
Punjab,1012.440389,14.14667856,147.707449,35.1,48.98,5.94,42.24778365,411.9874767
Punjab,610.324411,43.33688028,213.7807389,16.44,39.01,52.48,15.12115761,280.0044987
Punjab,748.5254687,15.49747394,120.05097,29.32,27.71,17.15,32.02062973,385.4015021
Punjab,858.4367121,23.05904084,172.7504952,26.98,59.54,26.19,31.93382025,347.5783337
Punjab,549.798195,23.86190815,145.7949324,23.4,51.57,54.54,26.11710483,325.6801046
Punjab,730.0204179,23.57283546,315.4528012,30.79,38.57,2.27,35.16664309,369.8430501
Punjab,1090.882859,21.23441918,264.9156336,23.86,77.84,109.91,29.38383969,340.3120667
Punjab,873.9110033,39.7965088,250.7516953,23.95,70.01,25.8,28.72086772,343.3812621
Punjab,823.2103827,34.76108458,95.33139642,21.73,59.58,14.57,24.58767318,357.1685197
Punjab,891.353407,28.64972942,233.460236,28.12,80.46,10.56,35.60648937,353.3332994
Punjab,909.8581736,20.22172981,189.2622347,27.48,69.94,3.53,33.67380405,358.9852913
Punjab,1201.028886,39.63230464,258.7313794,18.87,47.66,39.14,19.38571615,355.0106096
Punjab,680.1653346,18.73568574,197.0176568,15.4,44.41,2.88,14.21116975,300.3618363
Punjab,850.3054043,41.12185232,187.4519592,20.99,72.27,15.14,24.80697232,311.8922302
Punjab,774.8119179,26.34005113,194.5861046,18,65.95,5.87,19.99455043,324.4863625
Punjab,1016.91167,39.31752501,86.14890763,21.68,62.55,27.81,24.81462165,317.3024485
Punjab,985.7399143,26.06634788,133.3908984,28.19,47.3,97.94,32.3902533,413.7040662
Punjab,835.8042259,25.65596239,202.7576659,19.71,69.12,25.03,22.71192135,356.7419764
Punjab,833.4439719,37.83133299,254.4871053,21.79,48.67,52.42,23.56675168,351.4995617
Punjab,954.7952852,47.59706951,157.9396258,22.29,58.47,2.88,25.25702002,350.4463618
Punjab,389.5912796,66.31972878,185.3518341,26.24,81.7,9.63,51.61375821,363.7627646
Punjab,458.3016229,30.5920208,88.3256731,10.77,50.09,43.53,9.008748646,250
Punjab,679.5904142,29.67987262,320.9901352,18.97,36.41,2.27,18.39051611,322.587125
Punjab,710.2893284,18.80680265,244.2852565,23.06,44.21,3.57,24.90117921,347.3569154
Punjab,583.6498142,25.55143516,220.6061487,28,74.91,25.37,34.89144824,351.9607076
Punjab,963.1900878,17.36916514,199.8447541,19.54,63.82,24.5,21.94209671,330.0801812
Punjab,837.9847711,28.76423684,275.0289107,12.62,58.07,3.33,11.66668393,298.30735
Punjab,753.3709316,28.97061091,133.9002533,25.1,52.36,21.48,28.57635929,335.1544903
Punjab,537.7684699,2.877689451,115.4057743,18.82,67.28,29.19,21.27803986,287.6415002
Punjab,780.6840804,25.30091027,331.8727827,16.05,47.26,12.88,15.39634272,327.0441965
Punjab,325.751197,23.89663049,241.7343745,18.88,64.58,36.08,21.08849835,270.1930704
Punjab,778.3654312,23.83408738,107.9714507,21.08,49.03,9.89,22.61311815,341.6405183
Punjab,821.37851,28.70636734,149.9102442,18.98,46.54,2.18,19.42351092,300.2249621
Punjab,872.2370275,12.06382997,274.6413888,10.97,50.44,29.78,9.043768848,303.0469051
Punjab,425.6484278,14.11179647,200.8206785,26.49,54.37,28.87,30.71688883,345.9006323
Punjab,854.2620647,35.79963347,232.4046908,28.37,59.27,30.07,33.84675525,360.4729737
Punjab,598.2670667,22.92713746,110.4628583,25.26,63.53,37.07,29.91318369,289.2087475
Punjab,687.5742424,26.77506034,221.0993949,16.31,20,59.16,11.50745206,280.2495224
Punjab,897.7323605,20.96586277,92.0973942,20.99,47.89,2.67,22.37852416,377.6027817
Punjab,1249.535599,29.21822745,80.09747012,21.97,54.13,13.66,24.36264503,404.2516233
Punjab,812.5322739,5.102717518,212.0999391,24.99,82.58,26.1,31.44759306,334.5466807
Punjab,651.2496859,31.82580908,270.3000597,25.34,43.8,30.29,28.05999609,367.4977015
Punjab,888.0075636,43.4573409,173.8096642,18.33,62.44,42.79,20.10419493,316.8327515
Punjab,1004.632838,16.22805831,141.8849123,22.41,82.43,21.13,27.81254546,337.2588841
Punjab,936.2110487,16.84199513,277.9483391,24.29,40.31,3.4,43.99142968,373.8237274
Punjab,1355.888736,34.89622574,170.5143995,29.28,65.91,25.65,35.78096284,404.3770315
Punjab,642.425656,38.30932486,183.4193965,25.52,47.97,3.29,28.72659225,359.7307108
Punjab,849.5953263,25.48446296,373.2070311,25.95,52.43,2.05,29.76304939,372.7318505
Punjab,1088.314617,15.80783591,152.6334099,22.42,47.95,57.15,24.38533375,343.5296089
Punjab,1095.892993,52.6112477,139.7169138,29.05,49.02,29.12,33.77221404,409.4603289
Punjab,339.9020791,10.79984415,223.7803396,24.05,100,8.94,31.95286822,310.9991755
Punjab,812.201187,18.30328476,133.9457685,17.69,72.67,42.84,20.23668381,322.900173
Punjab,1093.247882,24.92904153,169.7997945,29.02,76.53,36.43,36.47260679,373.0680252
Punjab,1368.043888,21.49128598,96.20337706,25.49,67.38,132.98,30.62799023,365.0130515
Punjab,947.3527425,18.62759177,187.2304714,19.78,35.91,39.85,19.49061482,358.9005103
Punjab,683.4230823,25.01427341,184.46267,19.6,65.92,3.29,22.23243696,319.5116805
Punjab,656.0380999,25.1315937,239.1551791,23.48,76.09,38.08,28.68939442,349.0793685
Punjab,1240.666976,15.19748672,224.3200983,24.32,47.2,7.47,26.95990079,372.8471372
Punjab,941.374667,30.41748317,215.0719086,22.99,100,0.65,27.82799,323.9502743
Punjab,601.4281137,19.48386615,201.7503307,23.56,70.57,36.18,28.23650431,324.4826042
Punjab,760.0883915,31.79368727,237.8071843,30.5,87.78,9.64,39.67806007,345.1632073
Punjab,903.6487967,33.42037303,220.4724876,27.36,53.73,83.09,31.87332548,381.0922008
Punjab,939.8374863,20.63761331,110.5372941,22.95,43.54,9.97,24.68358353,362.2767776
Punjab,645.7131325,29.34076268,83.07073847,26.71,54.58,11.6,31.04755784,376.5381656
Punjab,693.5519686,15.40161916,245.5352198,16.84,81.53,10.96,19.92335649,280.1906308
Punjab,458.6537242,34.93413088,227.0688103,23.99,32.57,12.18,25.04739118,341.170652
Punjab,964.445105,19.08952458,168.384319,31.05,28.97,154.06,34.56743643,380.2175843
Punjab,725.6488368,27.84676307,246.233748,20.91,61.34,23.58,23.60409292,365.9180688
Punjab,886.1838561,24.0526433,135.1719543,17.76,53.36,20.43,18.40611606,316.8098028
Punjab,1115.913833,17.67451702,132.5855274,18.74,60.12,3.29,20.45159184,347.7112404
Punjab,853.2517133,34.44974028,133.8545788,16.55,74.18,7.74,18.78796766,291.525682
Punjab,825.7793458,18.63405905,210.989341,18.08,51.71,44.57,18.68114598,327.037047
Punjab,874.7046562,8.387842954,76.51963918,20.15,31.9,51.33,19.60049125,335.058952
Punjab,798.9451317,5.126387208,119.5699332,14.97,90.67,3.62,18.22672234,301.0806899
Punjab,995.3761241,18.74233,193.0047765,31.16540194,45.04,15.16,23.61415757,351.6728699
Punjab,903.737257,39.3816768,114.6295421,26.51,44.11,5.55,29.73144432,347.9181193
Punjab,731.9015567,36.49119796,146.6686923,17.46,76.56,20.33,20.30558002,299.595781
Punjab,968.5836523,19.90569811,76.40700799,29.6,54.23,36.43,35.05326632,392.1651049
Punjab,1091.377201,23.72096871,214.4777254,24.55,59.05,3.58,28.48491522,377.2370449
Punjab,543.7935151,17.67333875,136.4054346,27.15,67.24,37.07,32.93418519,341.0707828
Punjab,1111.380565,14.73556777,107.3728393,18.71,76.25,7.7,22.02537465,342.6394045
Punjab,921.3834976,16.23942355,97.55584064,26.27,55,2.1,30.47980896,359.4524513
Punjab,896.9905552,35.3765399,159.8157476,16.54,82.8,38.08,19.63992801,276.7162224
Punjab,1020.859929,32.05324926,87.70943936,26.45,27.96,34.21,28.02630023,378.4037915
Punjab,700.796512,26.59604722,297.9054443,22.86,71.4,7.04,27.33968086,330.9634138
Punjab,1009.321829,13.55832903,73.32426694,24.77,47.41,21.09,27.61070866,355.4562668
Punjab,712.638277,25.25644906,153.4635161,16.12,80.58,7.07,18.82840697,278.713543
