Region,Nitrogen_N_mg/kg,Phosphorus_P_mg/kg,Potassium_K_mg/kg,Temperature_C,Humidity_%,Rainfall_mm,Soil_Moisture_%,LDR,Irrigation_Need
Punjab,840.0270416,30.79955716,104.8658588,24.76,59.94,69.18,28.86389074,466.65,0.0
Punjab,802.9003816,13.11572323,196.9916478,25.13,59.38,26.06,29.31811052,464.4,0.043506423554587066
Punjab,557.8593562,22.23257629,172.7307465,18.52,71.25,7.12,21.24461821,487.04,0.07136877901693103
Punjab,1003.106549,10.62156702,216.9458608,24.91,29.78,17.47,26.04764815,327.19,0.13231673788503634
Punjab,866.6511228,5.75966691,195.8681284,23.3,65.01,27.95,27.32149058,536.23,0.03798616099698315
Punjab,908.288219,15.45461125,136.4806189,19.31,55.65,46.64,20.79502797,437.79,0.00921038117385902
Punjab,1090.10262,50.07658533,147.5668753,16.96,47.42,18.08,16.68224908,462.39,0.1106228188600385
Punjab,689.5043131,30.22807403,160.1012809,12.19,48.86,25.8,10.14626983,308.71,0.07506321267069155
Punjab,794.1981795,25.4177169,293.3970404,23.75,56.78,16.37,27.1281935,540.24,0.07405655336957545
Punjab,880.1361188,26.59334184,221.9177273,14.18,20.0,46.87,8.648372343,440.65,0.018553224412689282
Punjab,644.0718118,12.98912919,288.4278919,22.48,49.48,28.99,24.61806564,440.84,0.06117097525333886
Punjab,768.5258882,19.32480236,227.7999435,20.68,46.86,9.38,21.84627776,535.89,0.1350599048563834
Punjab,912.9504354,37.91817507,171.530367,25.4,67.99,8.65,30.54917481,532.34,0.052955781852275216
Punjab,739.6027222,12.09915746,112.71513,20.49,47.92,70.35,21.68170998,355.07,0.0
Punjab,1082.426522,21.67797882,189.1215029,20.35,56.77,18.35,22.3673293,532.77,0.0818257905643245
Punjab,450.5031109,22.72815088,176.7225619,25.66,83.13,25.04,32.43341494,484.16,0.01362589330098902
Punjab,997.742571,21.51554248,171.5168074,23.68,74.92,33.52,28.84152728,304.73,0.018202034919438906
Punjab,979.8469897,23.08237095,165.8324867,23.58,73.53,22.0,28.5634071,359.96,0.03331203661149251
Punjab,612.4169253,30.81234282,83.47457405,24.35,52.5,80.93,27.53019135,403.25,0.0
Punjab,610.9146621,18.14118286,253.1462279,14.32,68.15,35.61,15.06454842,445.71,0.027275909190224153
Punjab,419.1082488,7.499434766,170.3001668,25.78,56.49,80.93,29.9491533,475.33,0.0
Punjab,638.16218,29.03964998,97.95726761,25.06,57.06,37.5,28.99586018,352.55,0.024669364922088016
Punjab,997.2896679,29.75435331,210.2392482,16.92,66.15,7.24,18.49452802,509.18,0.08777977358686818
Punjab,792.6626503,28.17782855,130.2932975,20.78,51.05,33.7,22.39450962,511.43,0.04864998600942768
Punjab,1022.006395,33.58596176,216.8591933,21.8,82.4,40.72,26.95950466,458.75,0.007738556816505851
Punjab,676.9554848,28.33025786,235.1832076,21.33,57.6,11.94,23.81980479,530.27,0.09282351339802496
Punjab,920.9185689,26.70421232,241.3236435,23.67,69.28,17.89,28.26754085,503.25,0.04565597011182006
Punjab,689.7602326,47.4750028,182.2972633,29.16,81.83,19.51,49.53010282,355.41,0.0
Punjab,649.5779476,10.21884999,148.7451563,27.41,75.47,8.78,34.11748066,499.67,0.027172317746876708
Punjab,774.5682903,18.92574557,139.5379136,15.44,38.87,16.6,13.69662135,538.3,0.13820012794400532
Punjab,625.4153174,33.34006698,141.4866718,25.11,66.67,35.78,30.01734384,334.4,0.019800514948510598
Punjab,475.7247049,23.3443557,179.6829315,28.64,72.76,31.53,35.57607909,544.67,0.010624368268372712
Punjab,758.0203402,32.2153706,171.2296152,23.93,73.38,33.49,29.04779453,306.25,0.019197653794737198
Punjab,1155.916195,26.91287083,131.3287821,27.45,43.3,13.12,30.97005775,430.54,0.08638732824536745
Punjab,1023.429603,41.27671722,118.2402828,32.06,50.14,29.29,38.10444714,493.47,0.010458768266566831
Punjab,964.2851304,16.79361135,168.4324457,27.12,74.92,21.6,33.66183735,497.61,0.020405520957424417
Punjab,1059.310284,40.8598864,160.6622994,23.25,48.57,26.1,25.60735944,483.67,0.06855302313927408
Punjab,972.237265,38.150715,117.3749825,27.23,55.5,40.34,31.87045592,432.34,0.01585987348420386
Punjab,847.8721786,13.56522552,223.7785544,22.72,83.64,37.07,28.37381371,462.74,0.009312712128259744
Punjab,514.2134884,28.85211019,289.483327,22.12,59.28,13.96,25.09830112,474.98,0.08062360387363905
Punjab,928.493546,24.8697444,237.5448003,20.24,49.1,37.02,21.44983879,423.63,0.0413427556661592
Punjab,942.8591271,20.12358755,133.7570899,29.82,46.84,26.7,34.62357396,448.92,0.033097177410373387
Punjab,1083.479887,9.024875899,167.5469041,17.91,64.99,39.95,19.76907899,511.59,0.02124800512339458
Punjab,963.3309383,16.26257708,267.3759316,29.66,40.0,15.55,33.73027799,378.22,0.06406320443431872
Punjab,1044.346301,34.56076687,113.1205607,24.5,56.29,5.62,28.12899605,430.8,0.09403085560601072
Punjab,619.6147067,31.07600422,231.0292063,15.0,65.0,37.92,15.6998458,302.12,0.025685262989399993
Punjab,739.5017959,22.23716475,92.0664476,23.84,79.49,26.17,29.51872473,471.86,0.02035442462897901
Punjab,888.6081569,34.02870143,285.1249257,11.5,70.01,16.1,11.30132212,348.85,0.05592225089163747
Punjab,1028.782544,36.77190538,158.9063004,25.13,49.29,8.94,28.30890232,420.25,0.10195513003461895
Punjab,727.52856,26.25954271,314.5131998,26.43,77.68,8.49,32.96762898,352.55,0.02870084028718405
Punjab,841.652847,17.61510808,280.0683319,19.04,55.51,19.69,20.40072744,305.88,0.08386948732995252
Punjab,909.1839824,30.78428061,175.8152706,22.62,41.46,53.59,24.00644547,420.81,0.0
Punjab,534.0292927,27.61825835,139.2749235,31.77,57.42,15.18,38.42193796,406.21,0.012388663630619334
Punjab,1115.094204,34.9548091,195.059722,19.47,81.57,5.57,23.6172538,406.29,0.04353144192418991
Punjab,595.3258456,31.89172781,173.5170164,16.71,62.48,45.57,32.23824813,352.2,0.0035929527869251175
Punjab,414.7286163,7.542821153,149.0991771,29.41,60.19,43.92,35.3887828,536.8,0.005470853812067959
Punjab,822.6429155,19.92013402,77.96035377,31.81,84.56,13.08,41.19581747,300.88,0.0
Punjab,1169.549087,9.406917405,139.6368933,22.02,38.53,8.78,22.88296773,522.89,0.1591716558534588
Punjab,941.7319216,33.64290626,117.1049802,27.06,40.72,65.41,30.15160133,484.23,0.0
Punjab,1199.28853,24.38218109,212.0384428,28.71,35.76,10.19,31.96623029,343.02,0.09831030203776078
Punjab,809.7677548,29.39277152,241.6140704,18.29,65.59,1.61,20.35897228,418.05,0.09969352641987701
Punjab,781.7563715,9.935245005,217.0616063,26.58163128,62.5,4.97,21.84973969,547.21,0.13578332893534767
Punjab,438.2863773,35.92018126,207.5449042,28.15,83.14,148.12,35.93410455,460.92,0.0
Punjab,651.6027425,8.541227484,122.8583042,30.43,63.65,10.28,37.16521262,331.84,0.020757968457059083
Punjab,795.5310214,33.14254468,272.9999585,24.81,53.94,142.43,28.33376426,414.41,0.0
Punjab,1123.720398,28.80509839,228.1597509,17.6,60.03,13.08,18.84269231,417.05,0.091583589276944
Punjab,856.6945475,23.79826741,143.8827861,31.94,61.77,5.62,39.08656113,500.57,0.00825001514366521
Punjab,919.1737447,23.54719905,185.7891995,19.35,34.92,20.1,18.77235809,529.04,0.13321410289319624
Punjab,1093.648787,21.78743509,168.079685,20.32,100.0,42.83,26.71549747,320.56,0.0
Punjab,846.850899,38.6075337,286.2159809,23.71,67.8,9.44,28.17980653,378.51,0.06100405537767363
Punjab,843.6928071,24.8846898,231.1530642,29.77,63.15,60.61,36.19501246,374.61,0.0
Punjab,664.5110907,10.67295039,210.2038923,26.27,69.23,154.06,31.90274598,549.01,0.0
Punjab,1157.963927,25.20442513,78.08019899,24.07,70.64,19.4,48.39353765,439.81,0.0
Punjab,950.436387,27.33309556,191.0116951,24.32,57.89,77.18,28.02916977,519.96,0.0
Punjab,647.0772683,32.09279657,175.1890264,22.22,50.53,13.88,24.3531383,406.51,0.10354036703356674
Punjab,557.3336261,16.60766466,167.1569014,24.79,68.99,16.63,29.80917603,480.68,0.043570500543595715
Punjab,1059.810908,22.12612745,83.51111722,9.35,65.79,13.31,10.57856626,371.65,0.0575473035452428
Punjab,592.0616776,23.15511661,114.8471606,20.52,47.85,12.91,21.70516485,527.95,0.12102239762580985
Punjab,1229.947397,37.43766832,180.2871241,23.21,81.29,10.48,28.81855342,413.79,0.0319825145959102
Punjab,276.1112943,5.797074406,240.0162273,16.24,83.56827664,9.76,17.38002805,500.93,0.04048255580860318
Punjab,1088.900318,32.8951904,147.0967732,23.93,70.95,55.69,28.79472904,363.95,0.0
Punjab,884.5356401,21.33378962,153.6796873,20.98,80.88,51.79,25.65788133,473.4,0.0
Punjab,780.7287879,21.99718885,370.2413762,30.78,60.33,221.57,37.32283323,401.29,0.0
Punjab,830.6591477,44.66908313,172.1978787,29.87,64.75,55.69,36.48542801,307.86,0.0
Punjab,1142.703003,26.8214597,257.2893272,19.67,72.15,4.37,22.95504086,403.25,0.07101085508714912
Punjab,948.0138756,33.96411772,176.8634688,21.25,49.13,77.79,22.85270837,437.51,0.0
Punjab,567.1389818,30.38359278,102.8645692,21.63,60.81,21.24,24.56107749,337.94,0.06273160535966957
Punjab,444.2478838,9.762180088,208.4098804,19.74,61.88,42.83,22.02832288,345.98,0.01616056547126943
Punjab,848.1190646,6.904594426,131.6030284,22.98,45.66,3.68,24.93591217,416.22,0.14522112536000534
Punjab,775.0479806,33.20785773,182.3049105,18.21,100.0,18.14,23.16645518,385.68,0.0
Punjab,513.6340555,11.12026393,201.242269,16.35,38.89,7.24,14.97905983,410.19,0.17816406428911313
Punjab,780.8487672,8.249212949,288.2290852,25.11,40.53,21.95,27.41284414,415.21,0.0878726808657099
Punjab,720.0124754,34.11213073,106.0608111,25.15,79.71,49.07,31.38133986,335.02,0.0006816971684634172
Punjab,842.7128274,14.82858014,226.8028663,17.98,70.7,9.28,20.43989938,345.3,0.06993344316859414
Punjab,927.5776572,18.72184722,228.2574126,26.48,44.61,0.56,29.73105277,512.04,0.12410877235307062
Punjab,1100.821986,47.72521989,151.5818658,18.84,69.11,16.79,21.49093352,340.68,0.059621232181749466
Punjab,987.2836268,10.21777807,207.6713232,23.27,82.02,10.95,28.97177567,466.48,0.030030423043087867
Punjab,674.2904789,10.9971185,272.3285698,26.1,59.55,29.12,30.69460541,404.63,0.034187950863740026
Punjab,874.2114599,21.13783026,131.8015093,21.83,98.98,22.73,28.65823435,542.06,0.001147805930756306
Punjab,818.3263288,22.72621424,193.2887158,24.27,34.14,13.09,25.59390728,316.53,0.14165454164030578
Punjab,526.2678058,13.39574209,199.8212736,19.42,70.41,137.46,22.42073518,507.6,0.0
Punjab,883.107196,14.20646557,206.2567245,21.02,77.5,96.58,25.3697925,422.86,0.0
Punjab,1210.268206,43.81334468,233.7099716,20.97,73.37,66.45,24.89701585,301.34,0.0
Punjab,825.8724972,27.69485321,191.2949306,18.27,56.93,21.91,19.46346641,365.92,0.07565559441165476
Punjab,502.1976692,27.66163464,213.7358437,21.12,55.64,15.79,35.19986465,401.92,0.02564134242964962
Punjab,827.7421097,23.69053734,124.6238741,14.26,66.66,96.66,14.82621776,378.55,0.0
Punjab,552.6457367,25.4625756,191.2872747,19.54,72.24,2.51,22.78363173,390.61,0.0739156642881316
Punjab,982.2848113,36.05721101,156.0845083,20.58,69.04,13.08,23.91371015,529.17,0.0630685220961113
Punjab,872.4147896,16.08972998,101.2285049,20.72,75.6,34.38,24.77008684,390.23,0.020045033370622932
Punjab,803.8842297,27.30817989,150.77418,20.79,44.72,30.29,21.78169506,404.71,0.06878058489748169
Punjab,650.281187,31.29767147,199.6502116,21.69,56.58,17.5,24.22834353,490.28,0.08045606549492043
Punjab,754.9355482,40.0255314,213.8739867,24.4,45.9,15.84,26.9499761,498.46,0.09807651153872282
Punjab,835.8768793,44.49654899,113.6294549,26.37,54.21,38.95,30.54083084,321.02,0.0210351102723558
Punjab,604.633962,24.15552996,124.089299,18.75,75.23,27.13,21.97283134,476.02,0.03191315303589541
Punjab,534.4433975,33.61449384,229.1731947,15.98,61.62,20.49,16.74197588,420.64,0.07015724413643805
Punjab,1007.317007,31.62371489,197.1391603,16.79,100.0,3.87,21.62028874,333.46,0.0
Punjab,711.855902,74.21335796,240.9914145,19.56,62.9,34.8,21.88010955,366.18,0.03331122970955864
Punjab,861.7882288,18.07408621,258.4405817,20.24,60.9,12.83,22.62953782,311.26,0.08516084269030487
Punjab,863.0017078,23.1605639,211.0645128,18.15,61.59,52.75,19.76927438,390.06,0.0
Punjab,803.369324,30.05404096,157.3155224,15.52,66.59778426,27.19,14.97328696,363.85,0.049322472860931284
Punjab,535.9472338,21.12236401,186.1227882,19.72,59.13,11.94,21.72324508,395.53,0.09343899746969146
Punjab,494.090072,23.60831967,280.5722669,22.91,76.92,7.91,27.96168204,445.09,0.04465338420341653
Punjab,695.7282815,39.70261495,353.8084648,24.98,61.71,15.87,29.340956,483.08,0.057993736803011155
Punjab,931.5840672,21.95142306,205.8688998,19.21,48.1,63.3,19.90981041,451.34,0.0
Punjab,704.8894278,12.67410027,206.6953809,19.94,46.12,2.54,20.72237307,469.59,0.16382598803336101
Punjab,718.7526461,42.42015729,232.6073193,17.37,53.25,4.22,17.83469716,516.41,0.1373344969232722
Punjab,1300.557134,34.52459483,184.0638211,21.84,61.11,27.09,24.89079515,518.46,0.049001122112793824
Punjab,431.6543901,40.52915223,259.4411949,17.76,77.9,2.67,20.8503798,515.18,0.05928989129830146
Punjab,620.109944,32.12993201,244.7981496,24.87,39.89,57.15,26.99926704,338.29,0.0
Punjab,1160.310804,15.55320814,194.642028,13.07,55.2,14.28,12.02026058,362.77,0.09753432145346003
Punjab,723.3782468,31.36080266,164.1469234,20.2,62.16,13.08,22.69646503,425.58,0.0813856383317793
Punjab,707.0105702,13.74802967,83.84025967,23.51,32.49,11.13,24.35944135,389.68,0.16081860423776267
Punjab,1081.59286,27.40753783,223.977159,22.92,47.5,14.14,25.03960258,332.92,0.10759103421455467
Punjab,780.5847768,24.35046087,192.391428,35.47,49.8,12.34,42.83016719,371.94,0.0
Punjab,723.5034713,8.12338321,127.641681,23.75,70.00425388,30.08,26.25604444,543.86,0.032506716901074144
Punjab,841.3382263,17.25473785,108.1359476,16.98,62.88,22.9,18.25783432,386.73,0.061896557391860424
Punjab,639.5694084,45.73378238,230.7159365,21.52,57.59,38.07,24.08916059,404.73,0.028873060782442894
Punjab,543.8469391,25.34501787,85.12188702,13.12,51.67,16.17,11.73707085,301.6,0.10104586532333977
Punjab,770.9692719,23.01280614,197.1020193,21.6,66.42,38.88,25.08194394,479.85,0.020053963246111833
Punjab,588.1676171,41.10800608,239.6744511,17.83,85.85,8.78,21.75461208,403.39,0.03162405972514137
Punjab,790.4876628,21.06138662,211.0088234,26.58,84.59,19.51,33.86888478,325.79,0.01276154531825468
Punjab,877.5614819,24.79881313,156.1028982,19.25,31.16,6.11,18.26584234,542.14,0.21068263386160063
Punjab,1013.49559,36.61612091,109.9940143,21.42,68.66,21.51,25.04560828,494.36,0.047668162369457666
Punjab,1016.487218,23.24584997,213.216321,18.82,57.33,34.8,20.28296506,481.54,0.0401121744651433
Punjab,723.96329,16.718527,335.8480098,30.69,62.33,7.08,37.40273301,539.47,0.02147917356707035
Punjab,921.6861157,5.998829216,134.3712179,20.39,54.03,58.55,22.15257545,401.87,0.0
Punjab,915.1242878,16.62504689,205.7275084,31.16,61.76,23.58,38.00638294,479.63,0.010460167449109822
Punjab,847.1272943,16.19563743,270.1598613,26.07,62.27,2.18,30.92711109,351.55,0.07112655120956105
Punjab,707.0013137,25.63108118,201.1228335,24.41,51.32,21.51,27.50157236,474.28,0.07052042614591372
Punjab,610.8161946,16.84386438,153.1377087,23.84,46.55,34.5,26.23544868,303.52,0.045310250975219006
Punjab,866.5494599,47.58400378,253.2400951,23.97,53.27,31.8,27.08695648,331.58,0.043874539110947124
Punjab,496.5361703,11.00627488,130.4618553,12.36,63.51,32.66,11.8613889,406.31,0.036676917979240706
Punjab,789.3776672,38.47432113,109.1132334,20.61,68.98,48.78,23.94849451,303.02,0.0020866237066463696
Punjab,278.3165923,22.09273797,229.8387648,26.23,72.8,19.68,32.20002347,415.49,0.02812149707888175
Punjab,538.5301006,30.39719515,159.6638702,21.76,52.59,6.46,23.91871497,430.7,0.12038898980089408
Punjab,643.8383477,30.70573212,164.740098,14.97,64.26,89.81,15.58576685,455.4,0.0
Punjab,1002.971575,7.193448415,131.2888223,21.74,74.44,4.12,26.07375389,325.1,0.05917341229190862
Punjab,952.0684154,26.25621605,151.5722366,30.52,77.48,79.88,38.67839234,345.25,0.0
Punjab,694.1076688,21.27213063,262.8688593,28.23,59.12,9.86,33.64175072,453.32,0.0490891411419706
Punjab,901.8324547,15.12873959,274.0851095,21.69,56.69,14.86,24.23860241,464.55,0.08671474813473962
Punjab,991.2948395,31.37524593,289.9981302,26.76,62.87,21.27,31.94668635,306.48,0.03831510743850096
Punjab,734.8657275,41.8486703,253.9927016,20.17,42.75,15.69,20.70543879,435.09,0.12740479205370792
Punjab,551.2960855,2.231243712,194.6149818,13.48,57.1,34.13,12.77958573,496.25,0.04163586495487597
Punjab,738.2836677,19.24417538,91.38765162,17.38,71.17,75.33,19.6468796,317.28,0.0
Punjab,775.581437,12.34421519,162.5211692,29.81,69.63,27.78,36.90292069,403.29,0.01038369442522313
Punjab,594.6783674,23.25509122,309.7688891,20.63,55.95,34.16,22.67459859,381.63,0.0415654391313206
Punjab,1088.439544,22.47409359,152.2318936,20.78,63.27,36.18,23.6265773,528.42,0.028784768302464906
Punjab,823.5757824,19.49962371,267.8216139,20.5,47.63,0.43,21.66302449,346.45,0.16264166380806983
Punjab,858.5625029,32.7900854,186.7475341,31.52,70.55,9.12,39.38523822,379.59,0.003888105173245479
Punjab,837.8009163,41.91784619,88.18090651,30.13,58.83,23.25,36.26326785,524.61,0.020665432706614036
Punjab,957.8093225,53.06968607,231.7365933,33.09,55.86,1.94,40.11607282,382.66,0.0
Punjab,774.8789944,17.24134394,252.2818548,21.2,54.57,8.74,23.34741425,432.84,0.11029053658785805
Punjab,815.0669309,7.193570215,167.9556222,23.48,59.06,22.33,26.9756592,308.26,0.05773771484273179
Punjab,685.4337154,29.79451943,256.7759822,14.42,53.28,12.03,13.70818353,546.23,0.11209288145664305
Punjab,691.5475022,39.93100157,88.05242368,29.38,69.87,33.07,36.32721455,506.24,0.009173861730859158
Punjab,1062.194198,35.81649926,100.9384498,16.16,54.07,20.14,16.23707468,458.6,0.0877760954143885
Punjab,455.9664766,36.9724626,200.3217352,23.08,83.89,24.86,28.90944614,315.19,0.017278204231478786
Punjab,976.4481097,24.50351998,207.5025666,16.51,81.98,45.55,19.51781576,318.72,0.004519463557845444
Punjab,730.3175848,17.65891825,258.3421278,19.06,46.63,13.42,19.54268477,436.24,0.12687065651019735
Punjab,614.8784921,24.64992364,218.9171795,17.81,61.05,43.45,19.2445564,371.27,0.015717861258628025
Punjab,805.1236118,22.21315497,106.7272341,18.96,50.24,2.22,19.76401507,455.7,0.152033028599963
Punjab,468.477446,28.65078078,196.0954701,19.3,55.1,17.93,32.83970474,449.55,0.033165174804184065
Punjab,672.4738934,33.06795386,220.8888389,19.26,90.04,15.9,24.1636412,509.66,0.017265298159243714
Punjab,682.8530477,33.78172071,85.24041832,26.17,55.39,20.39,30.36864287,370.34,0.05548947165109146
Punjab,732.2546164,29.66720348,179.9329634,16.48,65.4,12.68,17.81033906,444.47,0.07869993199241371
Punjab,625.3530191,25.85172462,161.0991116,23.1,68.12,37.82,27.35198194,494.34,0.01890813992709605
Punjab,1085.150573,36.14223737,144.6921334,28.09,44.99,23.05,32.02905594,422.69,0.055323629544378194
Punjab,1105.050805,8.964033033,200.1150405,19.43,47.17,19.85,39.10587513,507.66,0.0046119825167464795
Punjab,417.1523509,23.06601295,112.0728538,18.41,41.91,35.05,18.16096644,332.82,0.05819404197059424
Punjab,915.5506091,26.60864541,205.2723903,20.85,46.71,0.65,22.0610439,483.47,0.163939970741591
Punjab,972.0446395,28.84732688,311.8659128,27.9,20.0,5.02,28.98495484,535.75,0.18430990404240954
Punjab,866.5983039,25.2059704,244.5918823,22.97,68.17,25.41,27.1768736,382.97,0.03842366926171292
Punjab,717.5787005,28.00377301,114.7492775,19.34,90.81,17.96,24.36129076,391.58,0.014842742165076337
Punjab,736.0792979,18.76180888,86.81698539,24.42,62.22,113.95,28.61173111,320.89,0.0
Punjab,948.3887037,34.80345069,202.3776171,16.49,38.76,7.91,15.15559671,460.37,0.17599976316640778
Punjab,672.3131578,28.89947194,165.1882489,25.41,50.36,12.89,28.80583543,438.11,0.08733087855226425
Punjab,552.2942443,24.09006994,354.9134293,24.04,53.12,34.71,27.17168473,310.09,0.03684240107055496
Punjab,785.7812337,17.79042236,204.0224171,20.46,44.74,10.66,21.32362283,488.05,0.13844977397990346
Punjab,509.2522565,30.14439658,187.5665844,17.81,72.9,26.49,20.42027396,507.32,0.03702893317290537
Punjab,764.6094563,26.66973089,170.6632985,17.57,72.15,17.97,20.00539007,526.78,0.05222946596489231
Punjab,565.1156748,14.95283662,103.142583,24.67,42.67,16.58,27.00682231,436.43,0.1023579699919979
Punjab,807.4443863,24.84363272,213.5466923,28.14,70.88,34.14,34.68762157,413.15,0.011506848653957017
Punjab,670.0411782,29.93116088,178.3954131,18.81,82.9,35.61,22.830219,519.03,0.013245220886187011
Punjab,861.5327305,31.1011607,178.0578677,24.29,88.54,11.17,31.06383731,399.67,0.016098274906222024
Punjab,1023.270181,32.03316146,188.1050448,11.56,100.0,25.44,14.68781803,463.86,0.0
Punjab,1120.060357,29.10889387,193.732657,19.08,46.47,9.43,19.55701103,453.84,0.1411801910900834
Punjab,261.8036168,30.20399082,85.12909767,21.84,100.0,40.76,29.01633064,393.04,0.0
Punjab,593.6260074,35.71161181,236.4089825,17.45,54.69,48.01,18.09869042,321.72,0.005743298696486232
Punjab,672.9519544,31.76382785,132.8966131,17.32,51.11,8.52,17.55130182,305.35,0.1314154974157345
Punjab,916.5960353,20.05065564,168.7827436,18.66,64.91,22.02,20.82060856,407.06,0.058563401056027406
Punjab,494.7597253,11.11929099,251.8596914,23.46,51.27,1.16,26.176908,420.3,0.12863348103943548
Punjab,628.8865087,17.59581519,284.0503012,21.06,65.99,25.37,24.28856621,505.67,0.046194894523080614
Punjab,835.2736989,44.80071441,89.76828374,10.81,40.2,4.65,8.019884218,403.6,0.1562546500991438
Punjab,752.9864235,27.98977648,183.2184796,11.4,56.42,30.87,9.801871097,370.29,0.04783390443012331
Punjab,844.7186852,47.01523681,207.0022091,18.97,79.28,1.45,22.67837335,415.52,0.055091391180078435
Punjab,893.8524625,24.68735145,88.94900828,24.29,59.14,8.11,28.11440806,359.5,0.0823580021519865
Punjab,871.7855401,23.08718887,226.8659316,8.26,62.12,90.45,10.21239368,322.84,0.0
Punjab,832.0475536,24.64731063,186.6097173,19.5,67.13,21.95,22.21288791,328.26,0.05329928370608502
Punjab,822.2175161,24.19147955,191.1891296,19.37,77.56,64.34,23.07599244,379.79,0.0
Punjab,933.2995512,18.58952618,121.0817454,28.94,35.17,40.8,32.23716293,303.17,0.022332204516725362
Punjab,355.763114,9.031354667,199.0257587,20.07,90.23519141,39.53,23.17678608,355.05,0.0057532799344329364
Punjab,1089.69804,33.09866697,232.7966831,23.91,55.98,20.41,27.27779129,496.88,0.06603677338291693
Punjab,388.5603296,31.1410359,192.9145036,22.71,62.5,29.98,46.20099773,358.65,0.0
Punjab,571.2468517,47.29167637,161.3849065,11.35,75.9,47.42,11.67992525,327.68,0.0033310086080987357
Punjab,714.7305275,20.20647841,151.6714355,25.84,42.09,10.87,28.58872002,537.27,0.11136251561781964
Punjab,911.3900296,22.81522578,191.4567226,23.08,44.81,8.51,38.85642626,455.62,0.010072854414909273
Punjab,289.5460143,11.29946622,179.0738535,24.54,30.97,8.48,25.65685506,315.01,0.16813685252891183
Punjab,824.2000837,36.20375135,239.9186371,40.0,51.76,20.94,44.17626159,315.56,0.0
Punjab,957.21196,34.73479008,155.2549373,11.58,79.96,23.28,12.40564852,453.03,0.028517514548383485
Punjab,993.3155534,18.21903623,102.5153271,30.62,58.19,57.15,36.88911922,435.03,0.0
Punjab,623.0700973,14.58534068,197.0490096,20.56,39.9,23.78,20.97981266,317.09,0.10270552561606429
Punjab,763.3944777,33.92832943,156.1125738,23.44,52.71,21.88,26.28148188,356.08,0.0712685935931568
Punjab,657.2114354,27.59770374,228.9359808,21.77,37.68,16.44,22.44820744,532.26,0.13319197320471238
Punjab,718.4691642,31.79465069,184.2419436,19.88,43.12,14.09,20.34222085,443.0,0.13303765284068741
Punjab,638.0354923,14.1063469,214.8761576,19.15,65.83,21.88,21.59322837,410.08,0.05644889529396086
Punjab,637.4128999,4.441495675,109.7513757,23.65,42.39,32.03,25.54919001,362.54,0.058968222606934004
Punjab,838.0323786,17.11875384,184.2251749,14.41,76.69,13.96,16.04895146,333.42,0.0483241603975817
Punjab,773.2346929,32.14323075,141.4788337,25.75,58.93,8.78,30.14331956,400.66,0.0716125848718287
Punjab,896.3906865,47.09317302,117.3352899,19.92,61.28,25.6,22.21839206,530.59,0.055774320645256295
Punjab,806.4177816,21.13802878,126.1826801,16.35,55.82,5.68,16.67244055,312.18,0.12446902131717874
Punjab,960.3264024,49.1686772,158.7092794,19.75,71.59,28.86,23.00927176,547.74,0.03358954027182025
Punjab,976.9078919,35.056428,258.8290988,28.29,71.75,8.98,34.97473983,351.95,0.027457080463281668
Punjab,456.6215431,7.58656676,138.7748385,19.32,65.03,23.35,21.75258153,402.19,0.05475832426917886
Punjab,607.9377046,25.4313807,104.7801692,23.79,68.47,23.28,28.35718366,311.26,0.038892124105665345
Punjab,805.9615097,33.17724809,192.2098714,18.35,56.82,3.46,19.5618655,446.2,0.12561314463536152
Punjab,880.7378118,4.954644949,169.6225855,25.79,68.13,11.18,31.12330451,420.89,0.04720510936990568
Punjab,657.6224583,30.09981885,153.7022558,25.43,54.93,13.62,29.29318334,466.68,0.07440561806902794
Punjab,992.9911775,38.55404734,176.1936059,31.24,60.03,20.65,37.94334743,435.67,0.012562120681442924
Punjab,1198.91252,32.94989674,240.5643406,21.12,55.88,23.77,23.35803438,399.54,0.06779241079543646
Punjab,829.4393941,24.75232391,219.9313939,25.34,53.14,6.81,28.99417219,484.44,0.09407268989143762
Punjab,791.907886,23.43868206,214.1853671,22.49,49.66,8.78,24.6563323,306.26,0.11934070196824272
Punjab,937.3409604,24.38891251,107.8233884,28.48,67.02,11.0,34.77153516,435.26,0.03192112470074279
Punjab,392.762082,9.50832049,347.310101,18.41,79.66,10.39,21.93590887,328.47,0.04465544737337196
Punjab,817.8472008,18.17693788,239.6423808,25.73,77.57,72.22,31.97665296,409.0,0.0
Punjab,980.2197657,22.78807165,208.9370298,21.03,41.15,9.19,21.755152,497.78,0.15358235893475244
Punjab,594.0212145,24.84369201,110.7074717,21.68,79.34,11.46,26.48380458,335.62,0.038887006908941125
Punjab,568.0357466,16.97687884,234.0759262,22.46,55.23,16.79,25.16276225,533.95,0.08257860220104875
Punjab,761.6921615,15.93838878,145.5843538,23.26,69.01,21.24,27.67109952,522.13,0.04259839780519529
Punjab,828.26019,32.47862913,172.1388543,29.20996157,46.41,37.9,22.830677,403.73,0.054200342821618494
Punjab,629.4636719,26.89269544,81.85306986,23.07,62.13,44.96,26.71296987,301.49,0.00975102130943045
Punjab,1174.869792,23.80232255,102.8138523,29.89,64.71,56.27,36.52058477,497.44,0.0
Punjab,637.3697008,29.10260724,280.5505019,26.93,37.73,32.54,29.67309281,520.22,0.05039395943613863
